Registrationnumber	Zaal	Zaaldeel	SCname	Locatie	HS	HSspecific	Foto	LiveScience.SCname	LiveScienceHS	LiveScienceHSspecific	Foto.1	Ontmoeting.SCname	OntmoetingHS	OntmoetingHSspecific	Foto.2	Verleiding.SCname	VerleidingHS	VerleidingHSspecific	Foto.3	Aarde.SCname	AardeHS	AardeHSspecific	Foto.4	Schatkamer.1.0.SCname	Schatkamer.HS	Foto.5	Dood.SCname	DoodHS	DoodHSspecific	Foto.6	Dino.s.SCname	Dino.sHS	Dino.sHSspecific	Foto.7	Mens.SCname	MensHS	MensHSspecific	Foto.8	IJstijd.SCname	IJstijdHS	IJstijdHSspecific	Foto.9	INST_COLL_SUBCOLL	REGISTRATIONNUMBER	TRANSFERREASON	ICOONURL	URL	FULLSCIENTIFICNAME	GENUS	EPITHET
RGM.338652	IJstijd	BB5.2	Megaloceros giganteus	Toren	toren	16/17 kast reservering IJstijd	FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus	toren	16/17 kast reservering IJstijd	FALSE	Macro Vertebrates	RGM.338652				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.338652	IJstijd	BB5.2	Megaloceros giganteus	Toren	toren	16/17 kast reservering IJstijd	FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus	toren	16/17 kast reservering IJstijd	FALSE	Macro Vertebrates	RGM.338652				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.338664	IJstijd	DD5.1	Mammuthus primigenius	Toren	toren		FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Mammuthus primigenius	toren		FALSE	Macro Vertebrates	RGM.338664				Mammuthus primigenius Blumenbach, 1799	Mammuthus	primigenius
RGM.338701	IJstijd	BB4.2	Megaloceros giganteus	Draadbaan	Draadbaan	03.12.3	TRUE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus	Draadbaan	03.12.3	TRUE	Macro Vertebrates	RGM.338701				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.338805	IJstijd	DD8.3	Equus ferus	Toren	toren	16/17 kast reservering IJstijd	FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Equus ferus	toren	16/17 kast reservering IJstijd	FALSE	Macro Vertebrates	RGM.338805	15/17. 4-2-6. gereserveerd voor Geomax 2009			Equus caballus L.	Equus	caballus
RGM.338920	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.338920				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.344400	Dinos	n/a	Coelacanthus sp.	Onbekend	??	tba	FALSE				NA				NA		NA		NA				NA							NA	Coelacanthus sp.	??	tba	FALSE	NA	NA	NA	NA				NA	Macro Vertebrates	RGM.344400	Exhibition "Oerparade" 0086.03.00	http://medialib.naturalis.nl/file/id/RGM.344400/format/small	http://medialib.naturalis.nl/file/id/RGM.344400/format/large	Gyroptichius agassizi	Gyroptichius	agassizi
RGM.344420	Dood	808.P.013	Paralejurus dormitzeri	Draadbaan	Draadbaan	04.07.2	TRUE				NA				NA		NA		NA				NA				Paralejurus dormitzeri	Draadbaan	04.07.2	TRUE				NA	NA	NA	NA	NA				NA	Paleontology Invertebrates	RGM.344420		http://medialib.naturalis.nl/file/id/RGM.344420_7/format/small	http://medialib.naturalis.nl/file/id/RGM.344420_7/format/large	PARALEJURUS DORMITZERI	Paralejurus	
RGM.344927	Dood	808.P.013 (was G.29)	Australaster giganteus	Draadbaan	Draadbaan	04.07.2	TRUE				NA				NA		NA		NA				NA				Australaster giganteus	Draadbaan	04.07.2	TRUE				NA	NA	NA	NA	NA				NA								
RGM.345067	Dinos	n/a	Sclerocephalus haueseri	Draadbaan	Draadbaan	04.01.2	FALSE				NA				NA		NA		NA				NA							NA	Sclerocephalus haueseri	Draadbaan	04.01.2	FALSE	NA	NA	NA	NA				NA	Macro Vertebrates	RGM.345067	Exhibition "Oerparade" 0092.03.00			Sclerocephalus aff. hauseri	Sclerocephalus	hauseri
RGM.345069	Dinos	n/a	Archaeopteryx lithographica	Draadbaan	Draadbaan	03.02.2	TRUE				NA				NA		NA		NA				NA							NA	Archaeopteryx lithographica	Draadbaan	03.02.2	TRUE	NA	NA	NA	NA				NA	Macro Vertebrates	RGM.345069	Exhibition "Oerparade" 0112.01.00			Archaeopteryx lithographica	Archaeopteryx	lithographica
RGM.345079	Dood	808.P.013	Calamites sp.	Draadbaan	Draadbaan	t/o L.14	FALSE				NA				NA		NA		NA				NA				Calamites sp.	Draadbaan	t/o L.14	FALSE				NA	NA	NA	NA	NA				NA	Paleontology Invertebrates	RGM.345079				CALAMITES SP.	Calamites	
RGM.345769	Dinos	n/a	Coccosteus cuspidatus	Draadbaan	Draadbaan	03.03.2	TRUE				NA				NA		NA		NA				NA							NA	Coccosteus cuspidatus	Draadbaan	03.03.2	TRUE	NA	NA	NA	NA				NA	Macro Vertebrates	RGM.345769	Exhibition "Oerparade" 0086.01.00	http://medialib.naturalis.nl/file/id/RGM.345769_3/format/small	http://medialib.naturalis.nl/file/id/RGM.345769_3/format/large	Coccosteus sp.	Coccosteus	sp.
RGM.34827	IJstijd	DD3.1	Ursus arctos L.	Toren	toren	15/17 6-3-6  V19000 1	FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Ursus arctos L.	toren	15/17 6-3-6  V19000 1	FALSE	Macro Vertebrates	RGM.34827				Ursus arctos L.	Ursus	arctos
RGM.34978	IJstijd	AA4.1	Coelodonta antiquitatis	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Coelodonta antiquitatis			FALSE	Macro Vertebrates	RGM.34978				Coelodonta antiquitatis Blumenbach, 1799	Coelodonta	antiquitatis
RGM.352237	Dood	808.P.013 (was G.29)	Homotelus bromidensis	Draadbaan	Draadbaan	04.07.2	TRUE				NA				NA		NA		NA				NA				Homotelus bromidensis	Draadbaan	04.07.2	TRUE				NA	NA	NA	NA	NA				NA	Paleontology Invertebrates	RGM.352237		http://medialib.naturalis.nl/file/id/RGM.352237/format/small	http://medialib.naturalis.nl/file/id/RGM.352237/format/large	HOMOTELUS BROMIDENSIS ESKER	Homotelus	bromidensis
RGM.352459	Dood	808.P.013	Placenticeras meeki	Draadbaan	Draadbaan	04.07.1	TRUE				NA				NA		NA		NA				NA				Placenticeras meeki	Draadbaan	04.07.1	TRUE				NA	NA	NA	NA	NA				NA	Paleontology Invertebrates	RGM.352459		http://medialib.naturalis.nl/file/id/RGM.352459_7/format/small	http://medialib.naturalis.nl/file/id/RGM.352459_7/format/large	PLACENTICERAS MEEKI BOEHM,1898	Placenticeras	meeki
RGM.352465	Dood	808.P.013 (was G.29)	Dactylioceras athleticum	Draadbaan	Draadbaan 	04.07.1	TRUE				NA				NA		NA		NA				NA				Dactylioceras athleticum	Draadbaan 	04.07.1	TRUE				NA	NA	NA	NA	NA				NA	Paleontology Invertebrates	RGM.352465		http://medialib.naturalis.nl/file/id/RGM.352465_4_BEWERKT/format/small	http://medialib.naturalis.nl/file/id/RGM.352465_4_BEWERKT/format/large	Dactylioceras athleticum Simpson, 1855	Dactylioceras	athleticum
RGM.354846	Dood	808.P.013	Clupeidae	Onbekend	Onbekend		FALSE				NA				NA		NA		NA				NA				Clupeidae	Onbekend		FALSE				NA	NA	NA	NA	NA				NA	Macro Vertebrates	RGM.354846				Clupeidae humilis		humilis
RGM.36047	IJstijd	DD5.1	Mammuthus primigenius	Toren	toren		FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Mammuthus primigenius	toren		FALSE	Macro Vertebrates	RGM.36047				Mammuthus primigenius Blumenbach, 1799	Mammuthus	primigenius
RGM.369029	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.369029				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.369037	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.369037				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.369049	IJstijd	DD3.2	Panthera spelaea	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Panthera spelaea			FALSE	Macro Vertebrates	RGM.369049				Panthera spelaea (Goldfuss, 1821)	Panthera	spelaea
RGM.369144	IJstijd	AA4.1	Coelodonta antiquitatis	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Coelodonta antiquitatis			FALSE	Macro Vertebrates	RGM.369144				Coelodonta antiquitatis Blumenbach, 1799	Coelodonta	antiquitatis
RGM.369223	IJstijd	DD3.1	Ursus arctos L.	Toren	toren	15/17 6-3-6  V19000 1	FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Ursus arctos L.	toren	15/17 6-3-6  V19000 1	FALSE	Macro Vertebrates	RGM.369223				Ursus arctos L.	Ursus	arctos
RGM.369225	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Crocuta spelaea			FALSE	Macro Vertebrates	RGM.369225				Crocuta crocuta spelaea (Goldfuss, 1823)	Crocuta	crocuta
RGM.369291	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.369291				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.369296	IJstijd	DD3.2	Panthera spelaea	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Panthera spelaea			FALSE	Macro Vertebrates	RGM.369296				Panthera spelaea (Goldfuss, 1821)	Panthera	spelaea
RGM.369297	IJstijd	CC2.2	Mammuthus primigenius	Toren	toren	15/16 5-5-4 V61313 21	FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Mammuthus primigenius	toren	15/16 5-5-4 V61313 21	FALSE	Macro Vertebrates	RGM.369297				Mammuthus primigenius Blumenbach, 1799	Mammuthus	primigenius
RGM.369311	IJstijd	BB8.3	Bison priscus	Toren	toren	16/17 kast reservering IJstijd	FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Bison priscus	toren	16/17 kast reservering IJstijd	FALSE	Macro Vertebrates	RGM.369311	15/17. 4-2-7. gereserveerd voor Geomax 2009			Bison priscus Bojanus, 1825	Bison	priscus
RGM.369332	IJstijd	AA4.1	Coelodonta antiquitatis	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Coelodonta antiquitatis			FALSE	Macro Vertebrates	RGM.369332				Coelodonta antiquitatis Blumenbach, 1799	Coelodonta	antiquitatis
RGM.369339	IJstijd		Mammuthus primigenius	Toren	toren		FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Mammuthus primigenius	toren		FALSE	Macro Vertebrates	RGM.369339				Mammuthus primigenius Blumenbach, 1799	Mammuthus	primigenius
RGM.369343	IJstijd	DD5.3	Mammuthus primigenius	Toren	toren		FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Mammuthus primigenius	toren		FALSE	Macro Vertebrates	RGM.369343				Mammuthus primigenius Blumenbach, 1799	Mammuthus	primigenius
RGM.369491	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.369491				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.369576	IJstijd	AA7.4	Hippopotamus sp.	Toren	toren	15/17 6-3-3 V57412 1	FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Hippopotamus sp.	toren	15/17 6-3-3 V57412 1	FALSE	Macro Vertebrates	RGM.369576				Hippopotamus sp.	Hippopotamus	sp.
RGM.369600	IJstijd	BB5.1	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.369600				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.369626	IJstijd	BB5.1	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.369626				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.369626	IJstijd	BB5.1	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.369626				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.369662	IJstijd	BB5.1	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.369662				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.369662	IJstijd	BB5.1	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.369662				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.369663	IJstijd	BB5.1	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.369663				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.369663	IJstijd	BB5.1	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.369663				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.369680	IJstijd	DD3.1	Ursus arctos L.	Toren	toren	15/17 6-3-6  V19000 1	FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Ursus arctos L.	toren	15/17 6-3-6  V19000 1	FALSE	Macro Vertebrates	RGM.369680				Ursus arctos L.	Ursus	arctos
RGM.369681	IJstijd	DD5.3	Mammuthus primigenius	Toren	toren		FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Mammuthus primigenius	toren		FALSE	Macro Vertebrates	RGM.369681				Mammuthus primigenius Blumenbach, 1799	Mammuthus	primigenius
RGM.369685	IJstijd	BB5.1	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.369685				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.369685	IJstijd	BB5.1	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.369685				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.36974	IJstijd	AA8	Ursus etruscus	Toren	toren	16/17 kast reservering IJstijd	FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Ursus etruscus	toren	16/17 kast reservering IJstijd	FALSE	Macro Vertebrates	RGM.36974	Exhibition "Oerparade" 0128.02.00			Ursus etruscus Cuvier, 1823	Ursus	etruscus
RGM.369840	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.369840				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.369841	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.369841				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.369896	IJstijd	BB5.1	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.369896				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.369929	IJstijd	DD5.1	Mammuthus primigenius	Toren	toren		FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Mammuthus primigenius	toren		FALSE	Macro Vertebrates	RGM.369929				Mammuthus primigenius Blumenbach, 1799	Mammuthus	primigenius
RGM.369940	IJstijd	DD5.1	Mammuthus primigenius	Toren	toren		FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Mammuthus primigenius	toren		FALSE	Macro Vertebrates	RGM.369940				Mammuthus primigenius Blumenbach, 1799	Mammuthus	primigenius
RGM.369971	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Crocuta spelaea			FALSE	Macro Vertebrates	RGM.369971				Crocuta crocuta spelaea (Goldfuss, 1823)	Crocuta	crocuta
RGM.388130	IJstijd		Mammuthus primigenius	Toren	toren		FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Mammuthus primigenius	toren		FALSE	Macro Vertebrates	RGM.388130				Mammuthus primigenius Blumenbach, 1799	Mammuthus	primigenius
RGM.388152	IJstijd	BB5.1	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.388152				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.388153	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.388153				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.388154	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.388154				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.388155	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.388155				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.388156	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.388156				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.388157	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.388157				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.388209	IJstijd	DD8.2	Equus hydruntinis	Toren	toren	15/17  1-8-6  V71461 1	FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Equus hydruntinis	toren	15/17  1-8-6  V71461 1	FALSE	Macro Vertebrates	RGM.388209				Equus hydruntinis	Equus	hydruntinis
RGM.388291	IJstijd	DD3.1	Ursus arctos L.	Toren	toren	15/17 6-3-6  V19000 1	FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Ursus arctos L.	toren	15/17 6-3-6  V19000 1	FALSE	Macro Vertebrates	RGM.388291				Ursus arctos L.	Ursus	arctos
RGM.388309	IJstijd	DD5.1	Mammuthus primigenius	Toren	toren		FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Mammuthus primigenius	toren		FALSE	Macro Vertebrates	RGM.388309				Mammuthus primigenius Blumenbach, 1799	Mammuthus	primigenius
RGM.388335	IJstijd	BB5.1	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.388335				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.388335	IJstijd	BB5.1	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.388335				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.388342	IJstijd	CC4	Mammuthus primigenius	Toren	toren	16/17 kast reservering IJstijd	FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Mammuthus primigenius	toren	16/17 kast reservering IJstijd	FALSE	Macro Vertebrates	RGM.388342	Exhibition "Oerparade" 0125.05.00			Mammuthus primigenius Blumenbach, 1799	Mammuthus	primigenius
RGM.388377	IJstijd	DD5.3	Mammuthus primigenius	Toren	toren		FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Mammuthus primigenius	toren		FALSE	Macro Vertebrates	RGM.388377				Mammuthus primigenius Blumenbach, 1799	Mammuthus	primigenius
RGM.388478	IJstijd	AA6.1	Felis catus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Felis catus			FALSE	Macro Vertebrates	RGM.388478				Felis catus L.	Felis	catus
RGM.388662	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.388662				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.388663	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.388663				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.388664	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.388664				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.388665	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.388665				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.388697	IJstijd	DD3.2	Crocuta spelaea	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Crocuta spelaea			FALSE	Macro Vertebrates	RGM.388697				Crocuta crocuta spelaea (Goldfuss, 1823)	Crocuta	crocuta
RGM.388722	IJstijd	DD3.1	Ursus arctos L.	Toren	toren	15/17 6-3-6  V19000 1	FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Ursus arctos L.	toren	15/17 6-3-6  V19000 1	FALSE	Macro Vertebrates	RGM.388722	N.I.C.			Ursus arctos L.	Ursus	arctos
RGM.388830	IJstijd	AA4.1	Coelodonta antiquitatis	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Coelodonta antiquitatis			FALSE	Macro Vertebrates	RGM.388830				Coelodonta antiquitatis Blumenbach, 1799	Coelodonta	antiquitatis
RGM.388873	IJstijd	DD3.2	Panthera spelaea	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Panthera spelaea			FALSE	Macro Vertebrates	RGM.388873				Panthera spelaea (Goldfuss, 1821)	Panthera	spelaea
RGM.388874	IJstijd	DD3.2	Panthera spelaea	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Panthera spelaea			FALSE	Macro Vertebrates	RGM.388874				Panthera spelaea (Goldfuss, 1821)	Panthera	spelaea
RGM.388875	IJstijd	DD3.2	Panthera spelaea	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Panthera spelaea			FALSE	Macro Vertebrates	RGM.388875				Panthera spelaea (Goldfuss, 1821)	Panthera	spelaea
RGM.388878	IJstijd	DD3.2	Panthera spelaea	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Panthera spelaea			FALSE	Macro Vertebrates	RGM.388878				Panthera spelaea (Goldfuss, 1821)	Panthera	spelaea
RGM.388915	IJstijd	AA4.1	Coelodonta antiquitatis	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Coelodonta antiquitatis			FALSE	Macro Vertebrates	RGM.388915				Coelodonta antiquitatis Blumenbach, 1799	Coelodonta	antiquitatis
RGM.388916	IJstijd	AA4.1	Coelodonta antiquitatis	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Coelodonta antiquitatis			FALSE	Macro Vertebrates	RGM.388916				Coelodonta antiquitatis Blumenbach, 1799	Coelodonta	antiquitatis
RGM.388917	IJstijd	AA4.1	Coelodonta antiquitatis	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Coelodonta antiquitatis			FALSE	Macro Vertebrates	RGM.388917				Coelodonta antiquitatis Blumenbach, 1799	Coelodonta	antiquitatis
RGM.388918	IJstijd	AA4.1	Coelodonta antiquitatis	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Coelodonta antiquitatis			FALSE	Macro Vertebrates	RGM.388918				Coelodonta antiquitatis Blumenbach, 1799	Coelodonta	antiquitatis
RGM.393667	LiveScience	tba	Fossielen Winterswijk	Rooseveltstraat	Rooseveltstraat		FALSE	Fossielen Winterswijk	Rooseveltstraat		FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Cainozoic Mollusca	RGM.393667	reserved for LiveScience				Cordiopsis	polytropa
RGM.393669	LiveScience	tba	Fossielen Winterswijk	Rooseveltstraat	Rooseveltstraat		FALSE	Fossielen Winterswijk	Rooseveltstraat		FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Cainozoic Mollusca	RGM.393669	reserved for LiveScience				Chicoreus	aquitanicus
RGM.400011	IJstijd	DD5.3	Mammuthus primigenius	Toren	toren		FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Mammuthus primigenius	toren		FALSE	Macro Vertebrates	RGM.400011				Mammuthus primigenius Blumenbach, 1799	Mammuthus	primigenius
RGM.400479	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.400479				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.400481	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.400481				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
RGM.400482	IJstijd	BB5.2	Megaloceros giganteus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Megaloceros giganteus			FALSE	Macro Vertebrates	RGM.400482				Megaceros giganteus Blumenbach, 1799	Megaceros	giganteus
