"REGISTRATIONNUMBER","INST_COLL_SUBCOLL","TRANSFERREASON","PRESERVEDPART","ICOONURL","URL","FULLSCIENTIFICNAME","GENUS","EPITHET"
"RGM.22553","Paleontology Invertebrates","","unknown","","","SEIROCRINUS SUBANGULARIS MILLER,1821","Seirocrinus","subangularis"
"RGM.344420","Paleontology Invertebrates","","unknown","http://medialib.naturalis.nl/file/id/RGM.344420/format/small","http://medialib.naturalis.nl/file/id/RGM.344420/format/large","PARALEJURUS DORMITZERI","Paralejurus",""
"RGM.344420","Paleontology Invertebrates","","unknown","http://medialib.naturalis.nl/file/id/RGM.344420_5_BEWERKT/format/small","http://medialib.naturalis.nl/file/id/RGM.344420_5_BEWERKT/format/large","PARALEJURUS DORMITZERI","Paralejurus",""
"RGM.344420","Paleontology Invertebrates","","unknown","http://medialib.naturalis.nl/file/id/RGM.344420_7/format/small","http://medialib.naturalis.nl/file/id/RGM.344420_7/format/large","PARALEJURUS DORMITZERI","Paralejurus",""
"RGM.345079","Paleontology Invertebrates","","","","","CALAMITES SP.","Calamites",""
"RGM.352237","Paleontology Invertebrates","","unknown","http://medialib.naturalis.nl/file/id/RGM.352237_2/format/small","http://medialib.naturalis.nl/file/id/RGM.352237_2/format/large","HOMOTELUS BROMIDENSIS ESKER","Homotelus","bromidensis"
"RGM.352237","Paleontology Invertebrates","","unknown","http://medialib.naturalis.nl/file/id/RGM.352237_7/format/small","http://medialib.naturalis.nl/file/id/RGM.352237_7/format/large","HOMOTELUS BROMIDENSIS ESKER","Homotelus","bromidensis"
"RGM.352237","Paleontology Invertebrates","","unknown","http://medialib.naturalis.nl/file/id/RGM.352237/format/small","http://medialib.naturalis.nl/file/id/RGM.352237/format/large","HOMOTELUS BROMIDENSIS ESKER","Homotelus","bromidensis"
"RGM.352459","Paleontology Invertebrates","","unknown","http://medialib.naturalis.nl/file/id/RGM.352459_5/format/small","http://medialib.naturalis.nl/file/id/RGM.352459_5/format/large","PLACENTICERAS MEEKI BOEHM,1898","Placenticeras","meeki"
"RGM.352459","Paleontology Invertebrates","","unknown","http://medialib.naturalis.nl/file/id/RGM.352459_7/format/small","http://medialib.naturalis.nl/file/id/RGM.352459_7/format/large","PLACENTICERAS MEEKI BOEHM,1898","Placenticeras","meeki"
"RGM.352465","Paleontology Invertebrates","","unknown","http://medialib.naturalis.nl/file/id/RGM.352465_4_BEWERKT/format/small","http://medialib.naturalis.nl/file/id/RGM.352465_4_BEWERKT/format/large","Dactylioceras athleticum Simpson, 1855","Dactylioceras","athleticum"
"RGM.1332251","Paleontology Vertebrates","","faeces","http://medialib.naturalis.nl/file/id/RGM.1332251/format/small","http://medialib.naturalis.nl/file/id/RGM.1332251/format/large","","Mammuthus","primigenius"
"RGM.1332252","Paleontology Vertebrates","","skin","http://medialib.naturalis.nl/file/id/RGM.1332252/format/small","http://medialib.naturalis.nl/file/id/RGM.1332252/format/large","","Mammuthus","primigenius"
"RGM.1332309","Paleontology Vertebrates","","Not applicable","","","","Compsognathus",""
"RGM.1332310","Paleontology Vertebrates","","cast","","","","Pikaia","gracilens"
"RGM.1339350","Petrology","Loan RMO exhibition 200 years anniversary","Not applicable","http://medialib.naturalis.nl/file/id/RGM.1339350_HL_1/format/small","http://medialib.naturalis.nl/file/id/RGM.1339350_HL_1/format/large","Table Willem 1","",""
"RGM.1339350","Petrology","Loan RMO exhibition 200 years anniversary","Not applicable","http://medialib.naturalis.nl/file/id/RGM.1339350_HL_8/format/small","http://medialib.naturalis.nl/file/id/RGM.1339350_HL_8/format/large","Table Willem 1","",""
"RGM.1339350","Petrology","Loan RMO exhibition 200 years anniversary","Not applicable","http://medialib.naturalis.nl/file/id/RGM.1339350_HL_4/format/small","http://medialib.naturalis.nl/file/id/RGM.1339350_HL_4/format/large","Table Willem 1","",""
"RGM.1339350","Petrology","Loan RMO exhibition 200 years anniversary","Not applicable","","http://www.natuurinformatie.nl/nnm.dossiers/natuurdatabase.nl/i001276.html","Table Willem 1","",""
"RGM.1339350","Petrology","Loan RMO exhibition 200 years anniversary","Not applicable","","","Table Willem 1","",""
"RGM.1339350","Petrology","Loan RMO exhibition 200 years anniversary","Not applicable","","","Table Willem 1","",""
"RGM.1339350","Petrology","Loan RMO exhibition 200 years anniversary","Not applicable","http://medialib.naturalis.nl/file/id/RGM.1339350_HL_3/format/small","http://medialib.naturalis.nl/file/id/RGM.1339350_HL_3/format/large","Table Willem 1","",""
"RGM.1339350","Petrology","Loan RMO exhibition 200 years anniversary","Not applicable","http://medialib.naturalis.nl/file/id/RGM.1339350_HL_2/format/small","http://medialib.naturalis.nl/file/id/RGM.1339350_HL_2/format/large","Table Willem 1","",""
"RGM.1339350","Petrology","Loan RMO exhibition 200 years anniversary","Not applicable","http://medialib.naturalis.nl/file/id/RGM.1339350_HL_6/format/small","http://medialib.naturalis.nl/file/id/RGM.1339350_HL_6/format/large","Table Willem 1","",""
"RGM.1339350","Petrology","Loan RMO exhibition 200 years anniversary","Not applicable","http://medialib.naturalis.nl/file/id/RGM.1339350_HL_7/format/small","http://medialib.naturalis.nl/file/id/RGM.1339350_HL_7/format/large","Table Willem 1","",""
"RGM.1339350","Petrology","Loan RMO exhibition 200 years anniversary","Not applicable","http://medialib.naturalis.nl/file/id/RGM.1339350_HL_5/format/small","http://medialib.naturalis.nl/file/id/RGM.1339350_HL_5/format/large","Table Willem 1","",""
"RGM.1339591","Petrology","","Not applicable","","","","",""
"RGM.1339592","Petrology","","Not applicable","","","","",""
"RGM.1339593","Petrology","","Not applicable","","","","",""
"RGM.1339594","Petrology","","Not applicable","","","","",""
"RGM.1339595","Petrology","","Not applicable","","","","",""
"RGM.273016","Petrology","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.273016_6/format/small","http://medialib.naturalis.nl/file/id/RGM.273016_6/format/large","L/LL5","",""
"RGM.273016","Petrology","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.273016_3/format/small","http://medialib.naturalis.nl/file/id/RGM.273016_3/format/large","L/LL5","",""
"RGM.273016","Petrology","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.273016/format/small","http://medialib.naturalis.nl/file/id/RGM.273016/format/large","L/LL5","",""
"RGM.273016","Petrology","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.273016_1/format/small","http://medialib.naturalis.nl/file/id/RGM.273016_1/format/large","L/LL5","",""
"RGM.273016","Petrology","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.273016_2/format/small","http://medialib.naturalis.nl/file/id/RGM.273016_2/format/large","L/LL5","",""
"RGM.273016","Petrology","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.273016_9/format/small","http://medialib.naturalis.nl/file/id/RGM.273016_9/format/large","L/LL5","",""
"RGM.273016","Petrology","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.273016_8/format/small","http://medialib.naturalis.nl/file/id/RGM.273016_8/format/large","L/LL5","",""
"RGM.273016","Petrology","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.273016_4/format/small","http://medialib.naturalis.nl/file/id/RGM.273016_4/format/large","L/LL5","",""
"RGM.273016","Petrology","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.273016_7/format/small","http://medialib.naturalis.nl/file/id/RGM.273016_7/format/large","L/LL5","",""
"RGM.273016","Petrology","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.273016_5/format/small","http://medialib.naturalis.nl/file/id/RGM.273016_5/format/large","L/LL5","",""
"RGM.419504","Petrology","","Not applicable","","","","",""
"RMNH.INS.1089810","Remaining insects","","WholeOrganism","","","","Siphlonurus","armatus"
