"REGISTRATIONNUMBER","INST_COLL_SUBCOLL","TRANSFERREASON","PRESERVEDPART","ICOONURL","URL","FULLSCIENTIFICNAME","GENUS","EPITHET"
"RGM.138976","Macro Vertebrates","","femur","","","Castor fiber L.","Castor","fiber"
"RGM.139026","Macro Vertebrates","","vertebra thoracalis","","","Ursus arctos L.","Ursus","arctos"
"RGM.139027","Macro Vertebrates","","vertebra caudalis","","","Hippopotamus sp.","Hippopotamus","sp."
"RGM.139031","Macro Vertebrates","","humerus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.139213","Macro Vertebrates","","tibia","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.139239","Macro Vertebrates","","metatarsus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.139268","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.139271","Macro Vertebrates","","premolar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.139371","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.139496","Macro Vertebrates","","phalange II","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.139574","Macro Vertebrates","","vertebra thoracalis","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.139583","Macro Vertebrates","","metacarpus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.139594","Macro Vertebrates","","vertebra thoracalis","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.139656","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.139704","Macro Vertebrates","","mandibula","","","Panthera spelaea (Goldfuss, 1821)","Panthera","spelaea"
"RGM.139723","Macro Vertebrates","","epistropheum","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.139781","Macro Vertebrates","","humerus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.139849","Macro Vertebrates","","humerus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.139854","Macro Vertebrates","","tibia","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.139895","Macro Vertebrates","","femur","","","Castor fiber L.","Castor","fiber"
"RGM.139896","Macro Vertebrates","","tibia","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.139927","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.139933","Macro Vertebrates","","calcaneum","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.14031","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.14032","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.14033","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.14034","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.14062","Macro Vertebrates","Exhibition ""Oerparade"" 0098.06.00","cranium","","","Allopleuron hoffmanni (Gray, 1831)","Allopleuron","hoffmanni"
"RGM.14069","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.14071","Macro Vertebrates","Exhibition ""Oerparade"" 0109.04.00","vertebra","","","Mosasaurus giganteus (Sömmering, 1816)","Mosasaurus","giganteus"
"RGM.145057","Macro Vertebrates","","radius","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.145162","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.145407","Macro Vertebrates","","scapula","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.145424","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.145517","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.145519","Macro Vertebrates","","coprolite","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.145592","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.145597","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.145622","Macro Vertebrates","","humerus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.145649","Macro Vertebrates","","humerus","","","Panthera spelaea (Goldfuss, 1821)","Panthera","spelaea"
"RGM.145788","Macro Vertebrates","","metacarpus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.145940","Macro Vertebrates","","humerus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.145962","Macro Vertebrates","","tibia","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.146037","Macro Vertebrates","","phalange II","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.146301","Macro Vertebrates","","femur","","","Panthera spelaea (Goldfuss, 1821)","Panthera","spelaea"
"RGM.146309","Macro Vertebrates","","humerus","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.146440","Macro Vertebrates","","astragalus","","","Anancus arvernensis (Croizet & Jobert, 1828)","Anancus","arvernensis"
"RGM.146509","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.146662","Macro Vertebrates","","mandibula","","","Lutra Lutra (L.)","Lutra","Lutra"
"RGM.146877","Macro Vertebrates","","femur","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.147002","Macro Vertebrates","","mandibula","","","Lutra lutra (L.)","Lutra","lutra"
"RGM.147115","Macro Vertebrates","","costa","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.147138","Macro Vertebrates","","mandibula","","","Ursus arctos L.","Ursus","arctos"
"RGM.147138","Macro Vertebrates","","mandibula","http://medialib.naturalis.nl/file/id/RGM.147138/format/small","http://medialib.naturalis.nl/file/id/RGM.147138/format/large","Ursus arctos L.","Ursus","arctos"
"RGM.147161","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.147200","Macro Vertebrates","","metacarpus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.147209","Macro Vertebrates","","atlas","","","Ursus arctos L.","Ursus","arctos"
"RGM.147216","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.147308","Macro Vertebrates","","tusk","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.147375","Macro Vertebrates","","metacarpus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.147441","Macro Vertebrates","","ulna","","","Panthera spelaea (Goldfuss, 1821)","Panthera","spelaea"
"RGM.147444","Macro Vertebrates","","ulna","","","Panthera/Homotherium? spelaea (Goldfuss, 1821)","Panthera/Homotherium?","spelaea"
"RGM.147449","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.14745","Macro Vertebrates","","mandibula","","","Mammuthus trogontherii Pohlig, 1885","Mammuthus","trogontherii"
"RGM.147450","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.152573","Macro Vertebrates","","phalange II","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.152646","Macro Vertebrates","","metacarpus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.152662","Macro Vertebrates","","humerus","","","Panthera spelaea (Goldfuss, 1821)","Panthera","spelaea"
"RGM.152666","Macro Vertebrates","","radius","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.152672","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.152761","Macro Vertebrates","","metatarsus","","","Equus caballus L.","Equus","caballus"
"RGM.152797","Macro Vertebrates","","humerus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.152810","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.152825","Macro Vertebrates","","humerus","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.152857","Macro Vertebrates","","phalange III","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.152907","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.152916","Macro Vertebrates","","humerus","","","Panthera spelaea (Goldfuss, 1821)","Panthera","spelaea"
"RGM.153035","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.153050","Macro Vertebrates","","ulna","","","Panthera spelaea (Goldfuss, 1821)","Panthera","spelaea"
"RGM.153129","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.153298","Macro Vertebrates","","ulna","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.153530","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.153572","Macro Vertebrates","","metacarpus III","","","Panthera spelaea (Goldfuss, 1821)","Panthera","spelaea"
"RGM.153573","Macro Vertebrates","","mandibula","","","Ursus arctos L.","Ursus","arctos"
"RGM.153634","Macro Vertebrates","","calcaneum","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.153635","Macro Vertebrates","","femur","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.153644","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.153686","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.153704","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.153706","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.153717","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.153719","Macro Vertebrates","","mandibula","","","Castor fiber L.","Castor","fiber"
"RGM.153720","Macro Vertebrates","","humerus","","","Castor fiber L.","Castor","fiber"
"RGM.153739","Macro Vertebrates","","metacarpus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.153754","Macro Vertebrates","","radius","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.153826","Macro Vertebrates","","tibia","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.153827","Macro Vertebrates","","tibia","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.153899","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.153902","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.153914","Macro Vertebrates","","metacarpus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.153925","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.154021","Macro Vertebrates","","humerus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.154039","Macro Vertebrates","","cranium","http://medialib.naturalis.nl/file/id/RGM.154039/format/small","http://medialib.naturalis.nl/file/id/RGM.154039/format/large","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.154039","Macro Vertebrates","","cranium","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.154111","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.154214","Macro Vertebrates","","calcaneum","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.154336","Macro Vertebrates","","metatarsus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.154614","Macro Vertebrates","","mandibula","","","Felis catus L.","Felis","catus"
"RGM.154693","Macro Vertebrates","","vertebra lumbalis","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.154697","Macro Vertebrates","","costa","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.154707","Macro Vertebrates","","cranium","","","Equus caballus L.","Equus","caballus"
"RGM.154777","Macro Vertebrates","","cranium","","","Equus caballus L.","Equus","caballus"
"RGM.154814","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.154816","Macro Vertebrates","","humerus","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.170002","Macro Vertebrates","","maxilla","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.170037","Macro Vertebrates","","humerus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.170053","Macro Vertebrates","","tusk","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.170066","Macro Vertebrates","","tibia","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.170067","Macro Vertebrates","","phalange II","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.170196","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.170250","Macro Vertebrates","","tibia","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.170348","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.170379","Macro Vertebrates","","tibia","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.170512","Macro Vertebrates","","cranium","","","Equus caballus L.","Equus","caballus"
"RGM.170659","Macro Vertebrates","","phalange II","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.170674","Macro Vertebrates","","epistropheum","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.170880","Macro Vertebrates","","humerus","","","Castor fiber L.","Castor","fiber"
"RGM.171011","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.171623","Macro Vertebrates","","tibia","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.171795","Macro Vertebrates","","metatarsus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.171811","Macro Vertebrates","","tibia","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.171849","Macro Vertebrates","","phalange II","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.171938","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.171939","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.171958","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.171960","Macro Vertebrates","","humerus","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.171969","Macro Vertebrates","","calcaneum","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.172016","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.172020","Macro Vertebrates","","humerus","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.172029","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.172069","Macro Vertebrates","","metatarsus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.172300","Macro Vertebrates","","metacarpus","","","Equus hydruntinis","Equus","hydruntinis"
"RGM.172314","Macro Vertebrates","","metatarsus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.172323","Macro Vertebrates","","epistropheum","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.172349","Macro Vertebrates","gereserveerd voor Geomax 2009","cranium","","","Odobenus sp.","Odobenus","sp."
"RGM.172413","Macro Vertebrates","","humerus","","","Panthera spelaea (Goldfuss, 1821)","Panthera","spelaea"
"RGM.172433","Macro Vertebrates","","mandibula","","","Panthera spelaea (Goldfuss, 1821)","Panthera","spelaea"
"RGM.18183","Macro Vertebrates","","unknown","","","Pterodactylus antiquus Sömmering, 1812","Pterodactylus","antiquus"
"RGM.18184","Macro Vertebrates","Exhibition ""Oerparade"" 0112.02.00","unknown","","","Pterodactylus antiquus (Sommering)","Pterodactylus","antiquus"
"RGM.18295","Macro Vertebrates","","cranium","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.18324","Macro Vertebrates","Exhibition ""Oerparade"" 0097.02.00","unknown","","","Leptolepis knorri, (Agassiz)","Leptolepis","knorri"
"RGM.18344","Macro Vertebrates","Exhibition ""Oerparade"" 0098.05.00","unknown","","","Pelagosaurus typus","Pelagosaurus","typus"
"RGM.18347","Macro Vertebrates","","unknown","","","Plesiosaurus dolichodeirus Conybeare, 1821","Plesiosaurus","dolichodeirus"
"RGM.18349","Macro Vertebrates","Exhibition ""Oerparade"" 0109.01.00","unknown","","","Stenopterygius quadriscissus (von Quenstadt, 1858)","Stenopterygius","quadriscissus"
"RGM.18355","Macro Vertebrates","Exhibition ""Oerparade"" 0125.01.00","unknown","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.18356","Macro Vertebrates","Exhibition ""Oerparade"" 0125.01.00","unknown","","","Ursus spelaeus Rosenmueller & Heinroth, 1794","Ursus","spelaeus"
"RGM.18445","Macro Vertebrates","","cranium","","","Ursus spelaeus Rosenmüller & Heinroth, 1794","Ursus","spelaeus"
"RGM.18811","Macro Vertebrates","","scapula","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.21025","Macro Vertebrates","","cranium","","","Bison priscus Bojanus, 1825","Bison","priscus"
"RGM.27034","Macro Vertebrates","","humerus","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.28265","Macro Vertebrates","gereserveerd  voor Geomax 2009","cranium","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.28387","Macro Vertebrates","","tusk","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.291267","Macro Vertebrates","Exhibition ""Oerparade"" 0108.02.00","egg","","","Faveoloolithus ningxiaensis","Faveoloolithus","ningxiaensis"
"RGM.30494","Macro Vertebrates","","cranium","http://medialib.naturalis.nl/file/id/RGM.30494_1/format/small","http://medialib.naturalis.nl/file/id/RGM.30494_1/format/large","Equus caballus L.","Equus","caballus"
"RGM.30494","Macro Vertebrates","","cranium","http://medialib.naturalis.nl/file/id/RGM.30494_2/format/small","http://medialib.naturalis.nl/file/id/RGM.30494_2/format/large","Equus caballus L.","Equus","caballus"
"RGM.30503","Macro Vertebrates","","cranium","","","Equus caballus L.","Equus","caballus"
"RGM.30948","Macro Vertebrates","","metatarsus","","","Equus hydruntinis","Equus","hydruntinis"
"RGM.33347","Macro Vertebrates","","cranium","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.338166","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338167","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338168","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338169","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338170","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338171","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338172","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338173","Macro Vertebrates","","phalange II","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338174","Macro Vertebrates","","phalange II","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338175","Macro Vertebrates","","phalange II","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338176","Macro Vertebrates","","phalange II","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338177","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338178","Macro Vertebrates","N.I.C.","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338179","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338191","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338449","Macro Vertebrates","","metacarpus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338519","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338566","Macro Vertebrates","","phalange II","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338568","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.33860","Macro Vertebrates","","mandibula","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.338611","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338612","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338613","Macro Vertebrates","","phalange II","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338652","Macro Vertebrates","","metatarsus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338664","Macro Vertebrates","","costa","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.338701","Macro Vertebrates","","mandibula","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.338805","Macro Vertebrates","15/17. 4-2-6. gereserveerd voor Geomax 2009","phalange II","","","Equus caballus L.","Equus","caballus"
"RGM.338920","Macro Vertebrates","","calcaneum","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.344400","Macro Vertebrates","Exhibition ""Oerparade"" 0086.03.00","unknown","http://medialib.naturalis.nl/file/id/RGM.344400/format/small","http://medialib.naturalis.nl/file/id/RGM.344400/format/large","Gyroptichius agassizi","Gyroptichius","agassizi"
"RGM.345067","Macro Vertebrates","Exhibition ""Oerparade"" 0092.03.00","cranium","","","Sclerocephalus aff. hauseri","Sclerocephalus","hauseri"
"RGM.345069","Macro Vertebrates","Exhibition ""Oerparade"" 0112.01.00","unknown","","","Archaeopteryx lithographica","Archaeopteryx","lithographica"
"RGM.345769","Macro Vertebrates","Exhibition ""Oerparade"" 0086.01.00","unknown","http://medialib.naturalis.nl/file/id/RGM.345769_2/format/small","http://medialib.naturalis.nl/file/id/RGM.345769_2/format/large","Coccosteus sp.","Coccosteus","sp."
"RGM.345769","Macro Vertebrates","Exhibition ""Oerparade"" 0086.01.00","unknown","http://medialib.naturalis.nl/file/id/RGM.345769_1/format/small","http://medialib.naturalis.nl/file/id/RGM.345769_1/format/large","Coccosteus sp.","Coccosteus","sp."
"RGM.345769","Macro Vertebrates","Exhibition ""Oerparade"" 0086.01.00","unknown","http://medialib.naturalis.nl/file/id/RGM.345769_3/format/small","http://medialib.naturalis.nl/file/id/RGM.345769_3/format/large","Coccosteus sp.","Coccosteus","sp."
"RGM.34827","Macro Vertebrates","","mandibula","","","Ursus arctos L.","Ursus","arctos"
"RGM.34978","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.354846","Macro Vertebrates","","unknown","","","Clupeidae humilis","","humilis"
"RGM.36047","Macro Vertebrates","","vertebra thoracalis","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.369029","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.369037","Macro Vertebrates","","phalange II","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.369049","Macro Vertebrates","","radius","","","Panthera spelaea (Goldfuss, 1821)","Panthera","spelaea"
"RGM.369144","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.369223","Macro Vertebrates","","mandibula","","","Ursus arctos L.","Ursus","arctos"
"RGM.369225","Macro Vertebrates","","humerus","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.369291","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.369296","Macro Vertebrates","","femur","","","Panthera spelaea (Goldfuss, 1821)","Panthera","spelaea"
"RGM.369297","Macro Vertebrates","","humerus","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.369311","Macro Vertebrates","15/17. 4-2-7. gereserveerd voor Geomax 2009","metatarsus","","","Bison priscus Bojanus, 1825","Bison","priscus"
"RGM.369332","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.369339","Macro Vertebrates","","ulna","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.369343","Macro Vertebrates","","tusk","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.369491","Macro Vertebrates","","calcaneum","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.369576","Macro Vertebrates","","femur","","","Hippopotamus sp.","Hippopotamus","sp."
"RGM.369600","Macro Vertebrates","","tibia","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.369626","Macro Vertebrates","","tibia","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.369662","Macro Vertebrates","","tibia","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.369663","Macro Vertebrates","","tibia","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.369680","Macro Vertebrates","","tibia","","","Ursus arctos L.","Ursus","arctos"
"RGM.369681","Macro Vertebrates","","tusk","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
