"REGISTRATIONNUMBER","INST_COLL_SUBCOLL","TRANSFERREASON","PRESERVEDPART","ICOONURL","URL","FULLSCIENTIFICNAME","GENUS","EPITHET"
"RMNH.RENA.48628","Amphibia and Reptilia","reserved for Ontmoeting","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48628_2/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48628_2/format/large","Aldabrachelys gigantea Schweigger, 1812","Aldabrachelys","gigantea"
"RMNH.RENA.48628","Amphibia and Reptilia","reserved for Ontmoeting","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48628_4/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48628_4/format/large","Aldabrachelys gigantea Schweigger, 1812","Aldabrachelys","gigantea"
"RMNH.RENA.48628","Amphibia and Reptilia","reserved for Ontmoeting","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48628_5/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48628_5/format/large","Aldabrachelys gigantea Schweigger, 1812","Aldabrachelys","gigantea"
"RMNH.RENA.48628","Amphibia and Reptilia","reserved for Ontmoeting","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48628_3/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48628_3/format/large","Aldabrachelys gigantea Schweigger, 1812","Aldabrachelys","gigantea"
"RMNH.RENA.48628","Amphibia and Reptilia","reserved for Ontmoeting","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48628_3_HL/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48628_3_HL/format/large","Aldabrachelys gigantea Schweigger, 1812","Aldabrachelys","gigantea"
"RMNH.RENA.48628","Amphibia and Reptilia","reserved for Ontmoeting","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48628_6_HL/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48628_6_HL/format/large","Aldabrachelys gigantea Schweigger, 1812","Aldabrachelys","gigantea"
"RMNH.RENA.48629","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48629_2/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48629_2/format/large","Vipera berus, Linnaeus, 1758","Vipera","berus"
"RMNH.RENA.48629","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48629_3/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48629_3/format/large","Vipera berus, Linnaeus, 1758","Vipera","berus"
"RMNH.RENA.48630","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48630_1/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48630_1/format/large","Centrochelys sulcata, Miller, 1779","Centrochelys","sulcata"
"RMNH.RENA.48630","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48630_6_HL/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48630_6_HL/format/large","Centrochelys sulcata, Miller, 1779","Centrochelys","sulcata"
"RMNH.RENA.48630","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48630_4/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48630_4/format/large","Centrochelys sulcata, Miller, 1779","Centrochelys","sulcata"
"RMNH.RENA.48630","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48630_2/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48630_2/format/large","Centrochelys sulcata, Miller, 1779","Centrochelys","sulcata"
"RMNH.RENA.48630","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48630_5/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48630_5/format/large","Centrochelys sulcata, Miller, 1779","Centrochelys","sulcata"
"RMNH.RENA.48632","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48632_3_BEWERKT/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48632_3_BEWERKT/format/large","Sphenodon punctatus Gray, 1831","Sphenodon","punctatus"
"RMNH.RENA.48632","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48632_2/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48632_2/format/large","Sphenodon punctatus Gray, 1831","Sphenodon","punctatus"
"RMNH.RENA.48632","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48632_3/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48632_3/format/large","Sphenodon punctatus Gray, 1831","Sphenodon","punctatus"
"RMNH.RENA.48632","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48632_4/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48632_4/format/large","Sphenodon punctatus Gray, 1831","Sphenodon","punctatus"
"RMNH.RENA.48634","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48634_5_HL/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48634_5_HL/format/large","Chamaeleo africanus Laurenti, 1768","Chamaeleo","africanus"
"RMNH.RENA.48634","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48634_1/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48634_1/format/large","Chamaeleo africanus Laurenti, 1768","Chamaeleo","africanus"
"RMNH.RENA.48634","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48634_2/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48634_2/format/large","Chamaeleo africanus Laurenti, 1768","Chamaeleo","africanus"
"RMNH.RENA.48634","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48634_4/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48634_4/format/large","Chamaeleo africanus Laurenti, 1768","Chamaeleo","africanus"
"RMNH.RENA.48634","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48634_5/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48634_5/format/large","Chamaeleo africanus Laurenti, 1768","Chamaeleo","africanus"
"RMNH.RENA.48637","Amphibia and Reptilia","","WholeOrganism","http://medialib.naturalis.nl/file/id/RMNH.RENA.48637_2_HL/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48637_2_HL/format/large","Python regius (Shaw,1802)","Python","regius"
"RMNH.RENA.48637","Amphibia and Reptilia","","WholeOrganism","http://medialib.naturalis.nl/file/id/RMNH.RENA.48637_4/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48637_4/format/large","Python regius (Shaw,1802)","Python","regius"
"RMNH.RENA.48637","Amphibia and Reptilia","","WholeOrganism","http://medialib.naturalis.nl/file/id/RMNH.RENA.48637_5/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48637_5/format/large","Python regius (Shaw,1802)","Python","regius"
"RMNH.RENA.48637","Amphibia and Reptilia","","WholeOrganism","http://medialib.naturalis.nl/file/id/RMNH.RENA.48637_1/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48637_1/format/large","Python regius (Shaw,1802)","Python","regius"
"RMNH.RENA.48637","Amphibia and Reptilia","","WholeOrganism","http://medialib.naturalis.nl/file/id/RMNH.RENA.48637_2/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48637_2/format/large","Python regius (Shaw,1802)","Python","regius"
"RMNH.RENA.48637","Amphibia and Reptilia","","WholeOrganism","http://medialib.naturalis.nl/file/id/RMNH.RENA.48637_3/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48637_3/format/large","Python regius (Shaw,1802)","Python","regius"
"RMNH.RENA.48638","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48638_3_HL/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48638_3_HL/format/large","Eretmochelys imbricata (Linnaeus, 1766)","Eretmochelys ","imbricata"
"RMNH.RENA.48638","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48638_3/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48638_3/format/large","Eretmochelys imbricata (Linnaeus, 1766)","Eretmochelys ","imbricata"
"RMNH.RENA.48638","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48638_4/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48638_4/format/large","Eretmochelys imbricata (Linnaeus, 1766)","Eretmochelys ","imbricata"
"RMNH.RENA.48638","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48638_2/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48638_2/format/large","Eretmochelys imbricata (Linnaeus, 1766)","Eretmochelys ","imbricata"
"RMNH.RENA.48638","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48638_4_HL/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48638_4_HL/format/large","Eretmochelys imbricata (Linnaeus, 1766)","Eretmochelys ","imbricata"
"RMNH.RENA.48638","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48638_1/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48638_1/format/large","Eretmochelys imbricata (Linnaeus, 1766)","Eretmochelys ","imbricata"
"RMNH.RENA.48639","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48639_3_HL/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48639_3_HL/format/large","","Platysaurus","sp."
"RMNH.RENA.48641","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48641_7/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48641_7/format/large","Iguana iguana (Linnaeus, 1758)","Iguana","iguana"
"RMNH.RENA.48641","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48641_3/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48641_3/format/large","Iguana iguana (Linnaeus, 1758)","Iguana","iguana"
"RMNH.RENA.48641","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48641_2/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48641_2/format/large","Iguana iguana (Linnaeus, 1758)","Iguana","iguana"
"RMNH.RENA.48641","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48641_6/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48641_6/format/large","Iguana iguana (Linnaeus, 1758)","Iguana","iguana"
"RMNH.RENA.48641","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48641_4/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48641_4/format/large","Iguana iguana (Linnaeus, 1758)","Iguana","iguana"
"RMNH.RENA.48641","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48641_5/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48641_5/format/large","Iguana iguana (Linnaeus, 1758)","Iguana","iguana"
"RMNH.RENA.48642","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48642_2/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48642_2/format/large","Testudo graeca Linnaeus, 1758","Testudo","graeca"
"RMNH.RENA.48642","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48642_1/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48642_1/format/large","Testudo graeca Linnaeus, 1758","Testudo","graeca"
"RMNH.RENA.48642","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48642_4/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48642_4/format/large","Testudo graeca Linnaeus, 1758","Testudo","graeca"
"RMNH.RENA.48643","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48643_2/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48643_2/format/large","Testudo graeca Linnaeus, 1758","Testudo","graeca"
"RMNH.RENA.48643","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48643_3/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48643_3/format/large","Testudo graeca Linnaeus, 1758","Testudo","graeca"
"RMNH.RENA.48643","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48643_1/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48643_1/format/large","Testudo graeca Linnaeus, 1758","Testudo","graeca"
"RMNH.RENA.48643","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48643_4/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48643_4/format/large","Testudo graeca Linnaeus, 1758","Testudo","graeca"
"RMNH.RENA.48643","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48643_6/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48643_6/format/large","Testudo graeca Linnaeus, 1758","Testudo","graeca"
"RMNH.RENA.48643","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48643_5/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48643_5/format/large","Testudo graeca Linnaeus, 1758","Testudo","graeca"
"RMNH.RENA.48644","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48644_1/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48644_1/format/large","Ameiva ameiva (Linnaeus, 1758)","Ameiva","ameiva"
"RMNH.RENA.48644","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48644_2/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48644_2/format/large","Ameiva ameiva (Linnaeus, 1758)","Ameiva","ameiva"
"RMNH.RENA.48644","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48644_3/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48644_3/format/large","Ameiva ameiva (Linnaeus, 1758)","Ameiva","ameiva"
"RMNH.RENA.48645","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48645_3/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48645_3/format/large","Iguana iguana (Linnaeus, 1758)","Iguana","iguana"
"RMNH.RENA.48645","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48645_7_HL/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48645_7_HL/format/large","Iguana iguana (Linnaeus, 1758)","Iguana","iguana"
"RMNH.RENA.48645","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48645_4/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48645_4/format/large","Iguana iguana (Linnaeus, 1758)","Iguana","iguana"
"RMNH.RENA.48645","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48645_5/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48645_5/format/large","Iguana iguana (Linnaeus, 1758)","Iguana","iguana"
"RMNH.RENA.48645","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48645_7/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48645_7/format/large","Iguana iguana (Linnaeus, 1758)","Iguana","iguana"
"RMNH.RENA.48646","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48646_3/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48646_3/format/large","Amphisbaena fuliginosa Linnaeus 1758","Amphisbaena ","fuliginosa"
"RMNH.RENA.48646","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48646_2/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48646_2/format/large","Amphisbaena fuliginosa Linnaeus 1758","Amphisbaena ","fuliginosa"
"RMNH.RENA.48647","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48647_2/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48647_2/format/large","Amphisbaena fuliginosa Linnaeus 1758","Amphisbaena","fuliginosa"
"RMNH.RENA.48647","Amphibia and Reptilia","","body","http://medialib.naturalis.nl/file/id/RMNH.RENA.48647_3/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48647_3/format/large","Amphisbaena fuliginosa Linnaeus 1758","Amphisbaena","fuliginosa"
"RMNH.RENA.48648","Amphibia and Reptilia","","skeleton","http://medialib.naturalis.nl/file/id/RMNH.RENA.48648_3/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48648_3/format/large","Vipera berus, Linnaeus, 1758","Vipera","berus"
"RMNH.RENA.48648","Amphibia and Reptilia","","skeleton","http://medialib.naturalis.nl/file/id/RMNH.RENA.48648_4/format/small","http://medialib.naturalis.nl/file/id/RMNH.RENA.48648_4/format/large","Vipera berus, Linnaeus, 1758","Vipera","berus"
